80D7491A-F7D9-479D-A8F7-1B393B02ED66,FastBootRuntime
6169AB1C-B05F-4D9C-AFEA-192911E41CE2,AmdPspSmmV2
4E82091E-32A1-4689-8A00-CDE41ED63CDD,SioDxeInit
55538D1E-B4C5-4BD5-B594-9B5BA9774F1E,AodSetupDxe
A062CF1F-8473-4AA3-8793-600BC4FFE9A8,CsmDxe
8434DA1F-5CEB-402E-A93C-038CBE0F3F0E,OA3_SMM
A211C720-0671-4CF1-914F-3B2CB97D5B8C,OEMBOARDSmm
C56EDB22-3D78-4705-A222-BDD6BD154DA0,TpmClearOnRollbackSmm
52A9B223-FAB8-4A24-AEA6-461A59BD3F33,AmdSmbiosDxe
0A845224-8675-4241-8AE9-4D94C93DEB90,PauseKey
61422D26-81EC-47FF-B6CF-939EAEE73FBA,StatusCodeDxe
E469AA26-9268-4EB0-A087-DD4CEE37404B,SecuritySelectDxe
D8367B27-7A08-4AC5-AD1F-C93C3E94225E,AodSmmRv
652EC62A-DC15-4B73-B6BD-DAA13BF1D88C,Cf9ResetSmm
9622E42C-8E38-4A08-9E8F-54F784652F6B,AcpiTableDxe
87EA012D-CBAD-44C1-8431-61193A060941,PeriodicSmiControl
AB7ED12E-1D78-4635-AB87-23F00A911EC7,RomLayoutDxe
29D40F30-E8BF-4803-88A6-4247A29A5318,AmdVersionDxe
316B1230-0500-4592-8C09-EABA0FB6B078,SmmPcieSataController
316B1230-0500-4592-8C09-EABA0FB6B07F,SmmHddSecurity
C7DD8530-96D8-40DD-BE88-CBDF446C6474,Stibp
67820532-7613-4DD3-9ED7-3D9BE3A7DA63,Aint13
2688B232-9C02-4C12-BE1F-857C0FF2AAE3,TcgDxeplatform
6F960C35-FFED-4778-99A1-4D998CE519B9,AmdNbioSmuV10Dxe
33FB3535-F15E-4C17-B303-5EB94595ECB6,SmmLockBox
4FD14235-47A1-E350-123F-75925306279D,AmdSocAm4RnDxe
B7EE4835-84CE-4B15-BF52-2D11574CE470,HardwareSignatureEntry
B981A835-6EE8-4F4C-AE0B-210AA0BFBF01,RngDxe
C9A6DE36-FDFF-4FAF-8343-85D9E3470F43,NvmeInt13
E2A74738-8934-48F5-8412-99E948C8DC1B,SmbiosDmiEdit
B13EDD38-684C-41ED-A305-D7B7E32497DF,Smbios
16D0A23E-C09C-407D-A14A-AD058FDD0CA1,ACPI
18EBDB3E-95C2-4725-AB63-74B478C475DE,AmdCpmSocAm4RvDxe
4759E93E-8F44-448F-88A1-BD97FC47BEA5,AmdPspP2CmboxV2
B219E140-DFFC-11E3-B956-0022681E6906,DnsDxe
17119241-1153-970D-6509-75DCDFA41774,SbSocRavenDxe
0C989D41-F4B4-4244-9D7F-E9FFB4163273,FastBootOption
2D59F041-53A4-40D0-A6CD-844DC0DFEF17,SmmS3SaveState
77509744-7507-4B5C-BF6C-3BAB83652F4D,BctBaseSmmRV
30AF1245-A58E-4EF7-8C75-B725939B3B9F,AmdCpmInitSmm
D60CF145-F97C-4085-A73D-8D399757DFE9,AmiCpmWrapperDxe
28374747-76FF-41B3-9740-381EFAEF13BC,PspPlatformDriver
1ED46147-76E3-4171-BCE5-42D368D26AA6,DebugPortTableDxe
CBC59C4A-383A-41EB-A8EE-4498AEA567E4,FlashDriver
71032D4B-4B91-4EC1-AD53-81827FB43108,AmdCpmGpioInitDxe
00364A4C-6A0A-4F08-8FFD-0937F3DBB13E,IdeBusBoard
ADD70A4D-1067-4FA3-A669-94C82877F106,TpmNvmeSupport
271B424E-A4CC-4E0E-90A2-7EA4841F12F3,ExportHiiDb
2216614E-CDBE-46E7-BA61-9BD2BC640393,AmiPspFlashSmm
7CA1024F-EB17-11E5-9DBA-28D2447C4829,TlsAuthConfigDxe
221F1D4F-034C-4BEA-B2BB-B7A9672B06D7,CrbSmi
22EA234F-E72A-11E4-91F9-28D2447C4829,HttpUtilitiesDxe
5788464F-3773-4A29-8AF7-E81BBEE419C3,ATAIdentify
2CE5604F-A982-4D2E-8FD0-D1600C2E1515,PciDynamicSetup
7B668A4F-45E1-4A26-8DEC-81A4A1E58888,PspDxe
53BCC14F-C24F-434C-B294-8ED2D4CC1860,DataHubDxe
9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50,PcdPeim
1B6E9D50-12E4-4B55-81D9-1ABFEC59D4FC,WakeCtrlSmm
71A37E51-F3C8-4B99-B335-A661CA8AD13A,AmdCpmOemInitDxe
B1BAC051-D5C2-4AC1-AC7D-9D2F518A1E7B,AmdApcbSmmV3
5E566252-4F6C-071A-485D-C0B6CD6D05EF,AmdPspP2CmboxV2SmmBuffer
A77C8452-0821-4544-AE47-257489855F91,AmiPspNvramDxe
D890F055-873A-4E6E-A79F-1B8DD2427FE4,AmdNbioBaseRnDxe
39045756-FCA3-49BD-8DAE-C7BAE8389AFF,Tcg2Dxe
80CF7257-87AB-47F9-A3FE-D50B76D89541,PcdDxe
447A1B58-8F3E-4658-ABAA-9E7B2280B90A,NvramSmm
95ECB758-627E-4A2E-B7B8-DC863EFE3425,AmiDeviceGuardApi
25ACF158-DD61-4E64-9A49-55851E9A26C7,CsmBlockIo
73E8D659-D2A2-4720-8316-B9BAD21E5A29,CbsBaseDxeRN
805D1C5A-EF12-490A-9E7B-9F4AA2F97E73,AmiPspNvramSmm
93F1025B-B6D4-4F2F-A4A9-A4ABA0CF604F,aDefaultDxe
9221315B-30BB-46B5-813E-1B1BF4712BD3,NVRAM external defaults
3C9A095D-C3CB-4302-96E1-7105A7C46A69,AmdCcxZenRvDxe
E90A7B5E-37B2-43E4-B281-4C8E349045E9,ReFlashSmm
17AF0060-A98C-4A03-90AD-6ABED75045BD,CbsBaseDxeRV
4C8BDF60-2085-4577-8A46-96CB180967BC,Tpm20Acpi
348C4D62-BFBD-4882-9ECE-C80BB1C4783B,HiiDatabase
E4F61863-FE2C-4B56-A8F4-08519BC439DF,VlanConfigDxe
6B85F263-F584-44F8-BB5D-F02C40795D8E,SmmTcgStorageSec
ADA1C665-7A8A-467C-84EA-7172B2B65862,FchSSSataD3ColdSmm
FE6E1666-591E-4AB8-9531-2BF6433A3925,ApobRnDxe
CEF68C66-06AB-4FB3-A3ED-5FFA885B5725,SmbiosBoard
8A867F67-89D8-4134-BBBD-64BBAA5256F5,AmdCpmI2cDxe
1A7E4468-2F55-4A56-903C-01265EB7622B,TcpDxe
11726D68-F147-48DF-AB16-0489818BD570,AmiHpetTimer
F7673C6A-9C5C-4C54-B086-C6E0B7D03DB8,AmdSmmControl
CD1C556B-62BF-4EEC-8E73-7731F8E847B2,AmdCpmGpioInitSmm
4A69756B-209B-4D57-8810-142DAC6BB7B5,FchSandstoneSmmInit
BA28936B-4051-48CF-A5CD-B63D7BFCA84A,SmBusDxe
164CE56B-5EBC-4984-B0DA-C12B4F21D2EC,AmdRasRvSmm
5FECEF6B-5FA4-4570-8163-0CF72A9C04C5,Ps2Main
8C8A2E6C-A56C-4A6C-8C9B-B4B6BB4208AE,NvmeRaidDxe
FDACDB6C-ACBC-4D87-8A59-83F539FC66FD,FanTuningDxe
50F6096D-7C98-4C78-9A1D-C5A1833B6A88,AmiTcgNvflagSample
8624F36D-6DE0-44C3-8322-74AD419D3A90,AmdErrorLogDxe
D4F9FE6D-1696-462A-AC07-C009D1A0189A,IdeConfigSetup
D303BB6F-7434-41FD-BC8E-0984A03C9B7D,AmdCpmAcpPowerGatingDxe
858EBE6F-360F-415B-B7DC-463AAEB03412,TcgLegacy
FE612B72-203C-47B1-8560-A66D946EB371,AMITSESetupData
369DE372-AB36-4CE1-8E45-8806B76DD70F,PspResource
A210F973-229D-4F4D-AA37-9895E6C9EABA,DpcDxe
97A03375-250D-4C59-93A8-F76796725E18,AmdApcbRvSmm
42363877-5513-4019-BDFE-CC075B646711,GnbSocRenoirDxe
42363877-5513-4019-BDFE-CC075B6467FD,GnbSocRavenDxe
729B3079-8913-4E12-AFEF-2CA264799469,AmdAcpiDxe
ADFC6F79-AA9F-462B-ABDB-C48E0F6356BF,AmdFabricRnDxe
828C017B-BA8E-40E6-BDA4-45B6F9F6A8CD,AmdNbioIOMMUDxe
AD3D267D-50E1-4B94-95D3-1025EF5B8391,SecFlashUpdDXE
628A497D-2BF6-4264-8741-069DBD3399D6,ConSplitter
D6A2CB7F-6A18-4E2F-B43B-9920A733700A,DxeCore
37A01080-2346-4A54-9900-D22B7B687C22,SmmPciRbIo
0718AD81-F26A-4850-A6EC-F268E309D707,Tpm20PlatformDxe
8F4B8F82-9B91-4028-86E6-F4DB7D4C1DFF,Bds
2BDED685-F733-455F-A840-43A22B791FB3,AcpiS3SaveDxe
1A1E4886-9517-440E-9FDE-3BE44CEE2136,CpuDxe
4DF53F89-D421-4F9D-8392-BE3BECC6288E,AhciInt13Dxe
AAECDC89-2A49-46F1-A163-F7979C039998,IdeBusSrc
3237418A-478C-4700-B59F-768E2CCBC726,CmosDxe
2785ED8A-795F-43A1-AE2D-6BFFECCBA646,AcpiUpdateCpuInfo
FA20568B-548B-4B2B-81EF-1BA08D4A3CEC,BootScriptExecutorDxe
00160F8D-2B35-4DF2-BBE0-B272A8D631F0,FirmwarePerformanceDxe
B9B0F38D-1F27-4F46-9F44-42D694729882,AmdCpmOemSmm
164E5590-FB7A-47B9-8687-3E91DA499D97,AmiAmdUefiRaid
0C375A90-4C4C-4428-8EA0-531BE8959BF7,FlashDriverSmm
8E09C390-1B30-415E-AF5C-D42AB0160F8C,AmiCbsDxe
B7D19491-E55A-470D-8508-85A5DFA41974,SbDxe
0684C591-19E8-499D-978A-D715636F1DAB,AmdRasRvDxe
76D5CF91-0C55-434E-97C2-D2825C82E610,OA3
529D3F93-E8E9-4E73-B1E1-BDF6A9D50113,ArpDxe
87C3E993-B28D-4226-89C9-120DBC92ACBF,SmBusSmm
57E56594-CE95-46AD-9531-3C49310CA7CE,Ofbd
6BFF8B94-D98E-4C7E-8300-E5B64701C118,ApobZpRvDxe
AA298E94-A45D-45B5-8CE5-4FB71FBA4CE0,RpmcSmm
3780B594-32A4-4593-B8CE-8A3F404F61F4,PlatformToDriver
D4F90895-A60B-4E97-B446-2855246F8930,AmdNbioBaseRVDxe
D4395796-6F4C-4C6B-B9D1-92DAA7199A84,AmiRedFishApi
E566B097-4378-485F-91D0-1C097C190CE2,PowerButton
99F03B99-98D8-49DD-A8D3-3219D0FFE41E,Mtftp6Dxe
0135229A-EBB5-4A21-957D-1D20057CF752,TCMDXE
7721929A-D56A-450D-2501-8EA51FA61974,SbCmos
FECCA19A-D1D3-4CDD-B477-56573F58B1A3,AmdNbioAlibRNDxe
B759169B-61E2-4F92-9447-23E3DCD33CEC,AmdCcxZenRvSmm
E048749B-68A4-40C2-9A83-DC2AB34819A8,FchSmmDispatcher
2486829B-D3F3-47EC-827A-FC104907FC5C,SmmGenericSio
399A229D-F654-4CEF-9ED3-6FC3C992E311,PciDxeInit
399A229D-F654-4CEF-9ED3-6FC3C992E39C,PciDxeInit
95E3669D-34BE-4775-A651-7EA41B69D89E,Dhcp6Dxe
21891A9E-763E-4377-8841-8D5C90D88C51,NetworkStackSetupScreen
1FA1F39E-FEFF-4AAE-BD7B-38A070A3B609,PartitionDxe
3C1DE39F-D207-408A-AACC-731CFB7F1DD7,PciBus
4D3708A0-6D9B-47D3-AD87-E80C781BC0A7,AmdApcbDxeV3
2FE607A1-B7D3-41D6-BE4A-DA60BD1CAAAC,FchSmmDispatcher
99C062A1-A4DF-4E99-813B-C283E1EFE761,SbSocRenoirDxe
07D279A1-34E4-4168-993B-178B3ACC68EF,AodSetupDxe
04EAAAA1-29A1-11D7-8838-00500473D4EB,UsbRtSmm
510DF6A1-B6C1-4948-AEE7-59F220F898BD,SataController
E53734A3-E594-4C25-B1A2-081445650F7F,SmmChildDispatcher2
5E9CABA3-F2B1-497A-ADAC-24F575E9CDE9,TcgDxe
CEF5B9A3-476D-497F-9FDC-E98143E0422C,NVAR store
827E45A4-C285-4E45-8BC7-CD8E58D9EE84,AmdPspRomArmorSmm
750890A6-7ACF-4F4F-81BD-B400C2BEA95A,AcpiModeEnable
E21F35A8-42FF-4050-82D6-93F7CDFA7073,PiSmmCommunicationSmm
BE216BA8-38C4-4535-A6CA-5DCA5B43ADDF,SmiVariable
B7A1FDA8-CB3E-4E69-87AF-B67FEC563548,GnbIoApicUpdate
023B3AA9-098F-4027-B83F-B6407DA06569,AmdPspFtpmDxe
FE2F54A9-017D-45C2-A82D-9822BCF14CA6,FanPolicyDxe
28AB63A9-5FB0-4C93-9C44-0DD8A1E9101D,AmdNbioAlibRVDxe
952821AA-EACD-465B-B478-5429DFC9A747,OA2
C1B135AA-7ACB-45D0-80B7-862B8D5F0CD5,AmdFabricRvSmm
162793AA-0FE7-4010-9818-45F55C5CCC3E,AmdCpmInitDxe
0C3798AA-D22E-4DD6-8CB4-3C9CFB1D86D3,NCT5567DBSmm
044310AB-77FD-402A-AF1A-87D4120E7329,FirmwarePerformanceSmm
6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B,Udp4Dxe
EB53FCAD-3071-4BAB-980C-6E4A379255F3,RealtekUefiDriver
5EA93CAF-A8DD-4400-9FF6-FE343BCAF308,AodSmmSsp
59AF16B0-661D-4865-A381-38DE68385D8D,OpalSecurity
E59EA6B0-B05B-4B22-8F3A-242DCBE904A2,AmdCcxVhRnDxe
668706B2-BCFC-4AD4-A185-75E79F3FE169,NvmeDynamicSetup
C4ECA0B2-5277-4F2B-3ECB-E4175C94812E,AmiExtraS3Memory
E4ECD0B2-E277-4F2B-BECB-E4D75C9A812E,NbDxe
DA2122B3-454C-4321-8F43-8A610AFFEB80,PspResumeServicesSmm
B40637B3-4270-4D2F-B2B5-D41CFC4E0A56,CapsuleSmi
4BEB96B4-C069-4C49-845F-1C1CC68CD8D6,FchShastaSsdt
72B4CDB4-B297-4747-B1BA-5A4839D332AE,AmdFabricRnSmm
6B38F7B4-AD98-40E9-9093-ACA2B5A253C4,DiskIoDxe
B4536FB5-E251-4EDA-8BCF-D43875BD1A11,GnbRenoirRouting
B4536FB5-E251-4EDA-8BCF-D43875BD1A37,GnbRavenRouting
634E8DB5-C432-43BE-A653-9CA2922CC458,Nvme
2F2295B6-1BB6-4CB7-BB9E-15C2C3424277,PcieSataController
CD3BAFB6-50FB-4FE8-8E4E-AB74D2C1A600,EnglishDxe
A919B3B6-D44E-41F0-9179-8AA24FF2260E,PCIeSataDynamicSetup
2E3AB8B6-AC9D-4D70-A675-54F52FB22D66,AtaPassThru
ECADBBB6-B0AE-4571-94E3-313C3D27A611,AmdNbioGfxRNDxe
DC3641B8-2FA8-4ED3-BC1F-F9962A03454B,Mtftp4Dxe
E68C55B8-C77B-4F66-834F-D73BFB9F29B3,AodDxe
BBB77CB9-762D-436C-AC40-8EE4901C3446,AmdPbsSetupDxe
C84D9EB9-B703-4CA1-BF74-903106A37346,aDefaultDxeLate
5B2820BB-9A8A-443D-A84C-73B925C5727A,AmdApcbRvDxe
BDCE85BB-FBAA-4F4E-9264-501A2C249581,S3SaveStateDxe
D912C7BC-F098-4367-92BA-E911083C7B0E,Udp6Dxe
BC3245BD-B982-4F55-9F79-056AD7E987C5,AhciSmm
7C604CBD-5440-46E1-97F7-A4DF8DD09C1C,AmdSmmControl
BC327DBD-B982-4F55-9F79-056AD7E987C5,SmiFlash
3370A4BD-8C23-4565-A2A2-065FEEDE6080,SecSMIFlash
A0F8FCBE-D2A1-4629-B089-C36BE97B29F7,SecureErase
4E304BC0-3B03-4A97-BB55-91375189A31D,iFlashDxeBin
3ACEB0C0-3C72-11E4-9A56-74D435052646,TlsDxe
A334E8C1-F49F-49AA-9F82-9210205FC1FB,FchSandstoneDxe
D7908EC2-227A-472F-8095-6A159DD723D2,AmdNbioPcieRVDxe
B601F8C4-43B7-4784-95B1-F4226CB40CEE,RuntimeDxe
2AD511C7-1B60-4002-841D-2998DDC138EE,CryptoSMM
025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A,MnpDxe
16271FCA-55D9-4A33-93FC-5A3EB128DEB6,CrbDxe
3E7788CA-2BFC-4FCE-8122-5176CA492D9F,CbsSetupDxeRV
DB08F6CA-3048-4CD8-9B1F-20BED33ECFE7,StatusCodeSmm
FA70AFCC-3715-4D15-8699-F0DF4CAFC6D3,AmdNbioGfxRVDxe
5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C,Ip6Dxe
EA7BF2CC-F154-4CC4-A725-6382C701FBFE,AmdMemSmbiosV2RvDxe
E94F54CD-81EB-47ED-AEC3-856F5DC157A9,PiSmmCore
3CD405CE-2D91-44E9-895D-4459EECD8F9A,AmdRasRvApeiDxe
9B680FCE-AD6B-4F3A-B60B-F59899003443,DevicePathDxe
A9B700CF-019E-4D8B-A3A7-88E1EA01699E,HddSecurity
C99E42D0-4964-4B09-B924-4A59E13E4F04,SbRunSmm
13AC6DD0-73D0-11D4-B06B-00AA00BD6DE7,EbcDxe
71ED12D1-250B-42FB-8C17-10DCFA771701,AmiLegacyInterrupt
C74F06D2-ED92-489B-879C-C0E428A22167,UefiRaid
8EEF9AD2-463E-425F-A4FE-2F6783D6F97E,GenericSio
899407D7-99FE-43D8-9A21-79EC328CAC21,Setup
17AAF4D7-0E18-4B99-87C6-94C8B5F25FB4,FchShastaSmmInit
59242DD8-E7CF-4979-B60E-A6067E2A185F,LegacyRegion
90A06ED8-D514-4CC5-B11C-7743BEE24C55,AmdSocAm4RvDxe
196CA3D8-9A5A-4735-B328-8FFC1D93D188,TcgPlatformSetupPolicy
A47EE2D8-F60E-42FD-8E58-7BD65EE4C29B,CpuIo2Smm
4C006CD9-19BA-4617-8483-609194A1ACFC,UsbInt13
E5E2C9D9-5BF5-497E-8860-94F81A09ADE0,NvmeSmm
B95E9FDA-26DE-48D2-8807-1F9107AC5E3A,UefiPxeBcDxe
2FA2A6DA-11D5-4DC3-999A-749648B03C56,PiSmmIpl
171F43DC-C4D9-47A6-9641-65DDCDD5AA30,UsbRtDxe
43E7ABDD-E352-4CFB-A230-4CDC1D350E5C,GraphicsConsole
B1DA0ADF-4F77-4070-A88E-BFFE1C60529A,AMITSE
E03ABADF-E536-4E88-B3A0-B77F78EB34FE,CpuDxe
E23F86E1-056E-4888-B685-CFCD67C179D4,SbRun
FD93F9E1-3C73-46E0-B7B8-2BBA3F718F6C,TcgSmm
8F3F1DE2-2FE4-4D5C-A8EC-49E8CCA17EBC,RsdpPlus
E74CA1E2-6E5C-4F07-9831-8367B132DB89,AmdPspDxeV2Rn
DC66C1E2-C114-4D0C-ACC0-003F15B3F729,BctBaseSmmRN
A29A63E3-E4E7-495F-8A6A-07738300CBB3,AmiTcgPlatformDxe
6E5950E5-8610-4AC9-9153-A3D352124A7A,AmdCcxVhRnSmm
D9EA74E6-0B4D-4916-9821-EB58B86211D8,SbPcdDxe
5CEBCDE6-1096-4FE2-9921-5F8E25281A3E,CpuSmm
FC510EE7-FFDC-11D4-BD41-0080C73C8881,DXE apriori file
A19B1FE7-C1BC-49F8-875F-54A5D542443F,CpuIo2Dxe
C10194E7-DEB2-4AF4-9EEE-BFFDE4D7D4C7,TimestampDxe
C5FA0EE8-2D81-4202-A021-3DA700B3DEAE,AmdCpmPcieInitDxe
501F30E9-D14F-47DA-AE60-B101E4189D07,AhciInt13Smm
F80697E9-7FD6-4665-8646-88E33EF71DFC,SecurityStubDxe
57E9EEE9-EB7D-4453-BBF7-6C138BF06458,AmdCpmDisplayFeatureDxe
A2F436EA-A127-4EF8-957C-8048606FF670,SnpDxe
347B85F0-E917-4E74-85BA-F494071EEE52,FchSHSataD3ColdSmm
3A2A83F2-98AC-4A8B-BBBC-DDDCC655A0D6,FchShastaDxe
BB8C2CF3-A5E3-49EF-941B-4A01FAC6FD5F,SmiFlashDxe
9FB1A1F3-3B71-4324-B39A-745CBB015FFF,Ip4Dxe
A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,PiSmmCpuDxeSmm
4551F2F5-C684-4F27-936F-C7B04A5C5FF1,SecureBootDXE
D5919FF6-D708-4918-87A0-1BB21B157C08,CaseOpenDxe
29CF55F8-B675-4F5D-8F2F-B87A3ECFD063,CsmVideo
95DE95F8-A215-48C3-814A-40F07B925D24,AmdMemRestoreDxe
1CF59BF9-E3F6-4D9D-BB94-8B857278BBC6,GnbDxe
1DFB7BFA-BF8E-4D11-9766-2FB0D0442310,AmiAgesaDxe
EE90D8FC-6181-4B15-83C4-7D1CA0C36E2A,DramTweakerDxe
768BEDFD-7B4B-4C9F-B2FF-6377E3387243,NTFS
7D6DF4FD-3650-4E77-BF3A-84DC988A025C,TcgStorageSecurity
961578FE-B6B7-44C3-AF35-6BC705CD2B1F,Fat
